id,candidate,candidate_confidence,relevant_yn,relevant_yn_confidence,sentiment,sentiment_confidence,subject_matter,subject_matter_confidence,candidate_gold,name,relevant_yn_gold,retweet_count,sentiment_gold,subject_matter_gold,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
9001,Donald Trump,0.6921,yes,1,Negative,0.6701,FOX News or Moderators,0.6701,,smeehleib,,3,,,RT @msgoddessrises: FTW Ron. You nailed it he came close to telling Megyn to shut up. #Trump #GOPDebates  https://t.co/2U15vmQLUD,,8/6/15 21:15,6.30E+17,"West Virginia, USA",Eastern Time (US & Canada)
9002,Donald Trump,0.4652,yes,0.6821,Negative,0.3468,FOX News or Moderators,0.4652,,ProfessorRobo,,1,,,"To start th evening, RNC moderators dropped Atom Bomb on #Trump 
...Trump kicked it thru th uprights #GOPDebate #GOPDebates
@washingtonpost",,8/6/15 21:14,6.30E+17,Las Vegas,Pacific Time (US & Canada)
9004,Donald Trump,1,yes,1,Negative,0.6341,FOX News or Moderators,0.6829,,ProfessorRobo,,2,,,"To start th evening, RNC moderators dropped Atom Bomb on #Trump 
...Trump kicked it thru th uprights #GOPDebate #GOPDebates
@KarenMonsour12",,8/6/15 21:14,6.30E+17,Las Vegas,Pacific Time (US & Canada)
9008,Donald Trump,0.639,yes,1,Negative,1,None of the above,1,,Will_Bunch,,4,,,"So smart of Kasich to say, essentially, ""I hear the concerns of Trump voters except that I'm sane"" #GOPDebates",,8/6/15 21:13,6.30E+17,Philly,Central Time (US & Canada)
9009,Donald Trump,1,yes,1,Negative,1,None of the above,1,,CallunaAilish,,1,,,RT @GizmoOlder: @nytimes #Trump2016 spoke more but said less in #GOPDebates,,8/6/15 21:13,6.30E+17,Eastern North Carolina,
9015,Donald Trump,1,yes,1,Negative,1,FOX News or Moderators,0.6903,,TheOthersReport,,3,,,RT @Chic4USA: Aaaand #megynfail brings in DNC chair to take down Trump thru women's rights. My gender once again used as fear tool. Ugh #GO_Ñ_,,8/6/15 21:11,6.30E+17,"Bentonville, AR, US",Eastern Time (US & Canada)
9023,Donald Trump,0.6785,yes,1,Negative,1,None of the above,1,,Raddmom,,1,,,If the #GOPDebates keep going like this- I won't even bother going to the polls. @GOP @Reince that's a promise! #GOPDebate #TrumpCruz2016,,8/6/15 21:08,6.30E+17,"California, USA",Pacific Time (US & Canada)
9030,Donald Trump,1,yes,1,Negative,1,Women's Issues (not abortion though),1,,Chic4USA,,3,,,Aaaand #megynfail brings in DNC chair to take down Trump thru women's rights. My gender once again used as fear tool. Ugh #GOPDebates,,8/6/15 21:07,6.30E+17,Don't irritate me w/ PC,Pacific Time (US & Canada)
9038,Donald Trump,1,yes,1,Negative,1,FOX News or Moderators,1,,dmtryan,,73,,,RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates _ª___ª_ô,,8/6/15 21:06,6.30E+17,,
9044,Donald Trump,1,yes,1,Negative,1,FOX News or Moderators,1,,OkieHen,,73,,,RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates _ª___ª_ô,,8/6/15 21:05,6.30E+17,Ooooooklahoma,
9046,Donald Trump,1,yes,1,Negative,1,FOX News or Moderators,1,,missypach,,6,,,RT @TrotAlex: Sorry @edhenry I was not offended by @realDonaldTrump ! As a woman I was offended by @megynkelly !!! #GOPDebates #KellyFile,,8/6/15 21:05,6.30E+17,,
9050,Donald Trump,1,yes,1,Negative,0.6564,None of the above,0.6662,,tammy_leonhardt,,134,,,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ª___ª_ô #GOPDebate_Ñ_,,8/6/15 21:04,6.30E+17,,
9057,Donald Trump,1,yes,1,Negative,0.6458,FOX News or Moderators,1,,oak523,,73,,,RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates _ª___ª_ô,,8/6/15 21:03,6.30E+17,NJ,Eastern Time (US & Canada)
9058,Donald Trump,1,yes,1,Negative,0.6477,FOX News or Moderators,0.6818,,LemonMeringue19,,0,,,#FoxDebates hates Trump because he doesn't need Koch money. #GOPDebates,,8/6/15 21:03,6.30E+17,"Kansas, USA",Pacific Time (US & Canada)
9062,Donald Trump,1,yes,1,Negative,0.7174,None of the above,1,,parkerandcooley,,3,,,RT @mette_mariek: Donald Trump is @eddiepepitone's best character ever. #GOPDebates,,8/6/15 21:03,6.30E+17,the happy valley,Eastern Time (US & Canada)
9073,Donald Trump,1,yes,1,Negative,1,None of the above,1,,jchangsoon,,278,,,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,,8/6/15 21:01,6.30E+17,"Bergenfield, NJ",
9084,Donald Trump,1,yes,1,Negative,0.6737,FOX News or Moderators,1,,jcope12003,,73,,,RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates _ª___ª_ô,,8/6/15 20:59,6.30E+17,Kansas,Central Time (US & Canada)
9090,Donald Trump,1,yes,1,Negative,0.6703,FOX News or Moderators,1,,TatsNHeelz,,0,,,@megynkelly Stop whining about Trumps comment to you... You obviously set out to attack him &amp; got a little back. Deal with it! #GOPDebates,,8/6/15 20:58,6.30E+17,Oklahoma,Central Time (US & Canada)
9091,Donald Trump,0.4121,yes,0.642,Negative,0.642,FOX News or Moderators,0.4121,,JewelsinMo,,2,,,"RT @Samstwitch: Wow, everybody's tweeting about @FoxNews', @megynkelly's bad treatment of @realDonaldTrump and #GOPDebates!  Agreed!",,8/6/15 20:58,6.30E+17,,
9111,Donald Trump,1,yes,1,Negative,0.6923,FOX News or Moderators,1,,CRKittle,,6,,,RT @TrotAlex: Sorry @edhenry I was not offended by @realDonaldTrump ! As a woman I was offended by @megynkelly !!! #GOPDebates #KellyFile,,8/6/15 20:56,6.30E+17,smyrna ga,Eastern Time (US & Canada)
9116,Donald Trump,1,yes,1,Negative,0.6332,FOX News or Moderators,0.6991,,ClawsOfJustice,,6,,,RT @TrotAlex: Sorry @edhenry I was not offended by @realDonaldTrump ! As a woman I was offended by @megynkelly !!! #GOPDebates #KellyFile,,8/6/15 20:56,6.30E+17,the internet,Mazatlan
9131,Donald Trump,1,yes,1,Negative,1,FOX News or Moderators,1,,Samstwitch,,2,,,"Wow, everybody's tweeting about @FoxNews', @megynkelly's bad treatment of @realDonaldTrump and #GOPDebates!  Agreed!",,8/6/15 20:55,6.30E+17,"Fort Worth, Texas",Central Time (US & Canada)
9146,Donald Trump,1,yes,1,Negative,0.6526,FOX News or Moderators,1,,CliffJump101,,6,,,RT @TrotAlex: Sorry @edhenry I was not offended by @realDonaldTrump ! As a woman I was offended by @megynkelly !!! #GOPDebates #KellyFile,,8/6/15 20:53,6.30E+17,USA,America/New_York
9150,Donald Trump,1,yes,1,Negative,1,FOX News or Moderators,1,,KarenDoe50,,134,,,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ª___ª_ô #GOPDebate_Ñ_,,8/6/15 20:53,6.30E+17,,Eastern Time (US & Canada)
9151,Donald Trump,0.3991,yes,0.6318,Negative,0.6318,FOX News or Moderators,0.3991,,lamourpourlavie,,6,,,RT @TrotAlex: Sorry @edhenry I was not offended by @realDonaldTrump ! As a woman I was offended by @megynkelly !!! #GOPDebates #KellyFile,,8/6/15 20:53,6.30E+17,New England,Eastern Time (US & Canada)
9168,Donald Trump,0.6897,yes,1,Negative,0.6897,None of the above,0.6667,,joyorate,,19,,,RT @BethBehrs: Classy. #GOPDebates  https://t.co/pZpyl1rdU6,,8/6/15 20:51,6.30E+17,Quezon City,Alaska
9170,Donald Trump,1,yes,1,Negative,0.6396,FOX News or Moderators,1,,TrotAlex,,6,,,Sorry @edhenry I was not offended by @realDonaldTrump ! As a woman I was offended by @megynkelly !!! #GOPDebates #KellyFile,,8/6/15 20:51,6.30E+17,TEXAS,Eastern Time (US & Canada)
9178,Donald Trump,1,yes,1,Negative,0.6768,FOX News or Moderators,1,,buckitman,,73,,,RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates _ª___ª_ô,,8/6/15 20:50,6.30E+17,USA,Quito
9188,Donald Trump,0.4123,yes,0.6421,Negative,0.3263,FOX News or Moderators,0.4123,,Dinkiedow,,73,,,RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates _ª___ª_ô,,8/6/15 20:49,6.30E+17,Cofederateland ,Eastern Time (US & Canada)
9251,Donald Trump,1,yes,1,Negative,0.6617,FOX News or Moderators,0.6617,,mchristmn,,68,,,"RT @RWSurferGirl: I am wondering what Fox is up to with THIS debate -- get rid of Trump, Paul, Cruz, Carson? _ª___ª_ô #GOPDebates  #GOPDebate",,8/6/15 20:43,6.29E+17,,
9254,John Kasich,1,yes,1,Negative,0.6889,None of the above,1,,msgoddessrises,,0,,,Huge bump! #Kasich #GopDebates  https://t.co/KJHNujEtFe,,8/6/15 20:43,6.29E+17,Viva Las Vegas NV.,Pacific Time (US & Canada)
9260,Donald Trump,0.3819,yes,0.618,Negative,0.618,,0.2361,,GiannaJax,,3,,,RT @msgoddessrises: FTW Ron. You nailed it he came close to telling Megyn to shut up. #Trump #GOPDebates  https://t.co/2U15vmQLUD,,8/6/15 20:42,6.29E+17,Philadelphia PA,
9261,Donald Trump,1,yes,1,Negative,0.3575,None of the above,1,,KevinKC50,,278,,,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,,8/6/15 20:42,6.29E+17,,
9267,Donald Trump,1,yes,1,Negative,1,None of the above,1,,rhUSMC,,1,,,"RT @UnitedCitizen01: @RockinJoe1 #FOZNEWS #GOPdebates 
The ""Support Candidate"" Question was more MSM DIRTY TRICKS to Turn Crowd against #T_Ñ_",,8/6/15 20:41,6.29E+17,AZ USA,
9269,Donald Trump,1,yes,1,Negative,1,None of the above,1,,dgatewoodd,,2,,,RT @LeahDaughtry: I see Trump didn't bother with a new hairstylist.  #GOPDebates,,8/6/15 20:41,6.29E+17,,Central Time (US & Canada)
9274,Donald Trump,0.4633,yes,0.6807,Negative,0.6807,FOX News or Moderators,0.4633,,prprincesscm,,134,,,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ª___ª_ô #GOPDebate_Ñ_,,8/6/15 20:40,6.29E+17,,
9284,Donald Trump,1,yes,1,Negative,1,None of the above,0.6813,,ScheidlDavid,,11,,,"RT @Apathycase: So, Trump buys politicians, used bankruptcy to his advantage, skirted laws for money, and admitted to wanting single payer _Ñ_",,8/6/15 20:40,6.29E+17,"Ottawa, Canada",
9314,Donald Trump,0.394,yes,0.6277,Negative,0.3191,None of the above,0.394,,vamshark,,0,,,"#GOPDebates Trump has air of Boris Yeltsin of Russia, nd he became President of Russia!!!",,8/6/15 20:36,6.29E+17,timbuktoo,
9355,Donald Trump,1,yes,1,Negative,1,None of the above,1,,stevegreenberg,,5,,,RT @mbaratz: Is Trump a person or performance art? Serious question. #GOPDebates,,8/6/15 20:32,6.29E+17,"Scottsdale, AZ USA",Arizona
9367,Donald Trump,1,yes,1,Negative,0.6364,None of the above,1,,caitlynzucca,,278,,,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,,8/6/15 20:32,6.29E+17,San Francisco,Pacific Time (US & Canada)
9403,Donald Trump,1,yes,1,Negative,0.6739,FOX News or Moderators,1,,WhitneyDockrey,,0,,,If there's one thing we can be certain of... It's that @FoxNews does not want @realDonaldTrump to win. #GOPdebates,,8/6/15 20:29,6.29E+17,Georgetown University,Central Time (US & Canada)
9413,Donald Trump,1,yes,1,Negative,0.694,FOX News or Moderators,1,,TizzylixAnna,,134,,,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ª___ª_ô #GOPDebate_Ñ_,,8/6/15 20:29,6.29E+17,new york,
9420,Donald Trump,1,yes,1,Negative,1,None of the above,1,,pamelarae32,,72,,,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _ª___ª_ô #GOPDebate  #GOPDebates,,8/6/15 20:28,6.29E+17,,
9421,Donald Trump,1,yes,1,Negative,1,FOX News or Moderators,1,,msgoddessrises,,0,,,#Trump is failing the #FoxNews focus poll I knew he would. He bombed! Never attack a conservative woman. #GopDebates https://t.co/584A2xK2Wf,,8/6/15 20:28,6.29E+17,Viva Las Vegas NV.,Pacific Time (US & Canada)
9446,Marco Rubio,1,yes,1,Negative,1,None of the above,1,,SOUTHERNjamespb,,5,,,"RT @SupermanHotMale: Dear Marco Rubio, just shut the fuck up, you are neither entertaining or wise. #GopDebates",,8/6/15 20:26,6.29E+17,"Georgia, United States",Eastern Time (US & Canada)
9457,Donald Trump,0.4025,yes,0.6344,Negative,0.6344,FOX News or Moderators,0.4025,,bjohnson1436,,71,,,RT @RWSurferGirl: These debates will raise @realDonaldTrump 's ratings because Fox News is afraid of Trump and it shows. #GOPDebate #GOPDeb_Ñ_,,8/6/15 20:25,6.29E+17,,Central Time (US & Canada)
9460,Donald Trump,1,yes,1,Negative,0.6458,FOX News or Moderators,0.6562,,oblock300pooh,,134,,,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ª___ª_ô #GOPDebate_Ñ_,,8/6/15 20:25,6.29E+17,milwaukee,
9481,Donald Trump,0.4302,yes,0.6559,Negative,0.6559,Jobs and Economy,0.2257,,ChrisJeter,,11,,,"RT @Apathycase: So, Trump buys politicians, used bankruptcy to his advantage, skirted laws for money, and admitted to wanting single payer _Ñ_",,8/6/15 20:23,6.29E+17,"Millburn, NJ",Eastern Time (US & Canada)
9485,Donald Trump,1,yes,1,Negative,0.7215,None of the above,1,,Reid_CO,,3,,,RT @tmservo433: Prediction: Donald Trump goes up in post debate polls. Because he looks no crazier than anyone else and more entertaining #_Ñ_,,8/6/15 20:23,6.29E+17,"ÕÒT: 39.763427,-104.849687",Central Time (US & Canada)
9493,Donald Trump,1,yes,1,Negative,0.7045,FOX News or Moderators,0.625,,BrendanKKirby,,0,,,"Lots still searching for @realDonaldTrump on Google http://t.co/AkcODbzESt
 but FOX focus group suggests trouble for the tycoon. #GOPdebates",,8/6/15 20:23,6.29E+17,"Mobile, AL",Central Time (US & Canada)
9509,Donald Trump,1,yes,1,Negative,1,None of the above,0.6837,,wdsmith93,,11,,,"RT @Apathycase: So, Trump buys politicians, used bankruptcy to his advantage, skirted laws for money, and admitted to wanting single payer _Ñ_",,8/6/15 20:22,6.29E+17,MD,Atlantic Time (Canada)
9511,Donald Trump,1,yes,1,Negative,1,None of the above,0.6552,,Jdailey42,,11,,,"RT @Apathycase: So, Trump buys politicians, used bankruptcy to his advantage, skirted laws for money, and admitted to wanting single payer _Ñ_",,8/6/15 20:22,6.29E+17,,
9515,Donald Trump,1,yes,1,Negative,1,None of the above,1,,ComputersDotCom,,11,,,"RT @Apathycase: So, Trump buys politicians, used bankruptcy to his advantage, skirted laws for money, and admitted to wanting single payer _Ñ_",,8/6/15 20:22,6.29E+17,,Pacific Time (US & Canada)
9516,Donald Trump,0.4209,yes,0.6488,Negative,0.6488,FOX News or Moderators,0.4209,,VonBodungen,,73,,,RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates _ª___ª_ô,,8/6/15 20:22,6.29E+17,Twilight Zone,
9525,Donald Trump,0.4376,yes,0.6615,Negative,0.336,None of the above,0.4376,,michaelkasdan,,28,,,RT @DemocracyMatrz: Did Trump just admit to buying influence while at the same time declaring the need for campaign finance reform??? #GOPD_Ñ_,,8/6/15 20:21,6.29E+17,New York City,Eastern Time (US & Canada)
9532,Donald Trump,1,yes,1,Negative,1,None of the above,1,,WretchedEsq,,11,,,"RT @Apathycase: So, Trump buys politicians, used bankruptcy to his advantage, skirted laws for money, and admitted to wanting single payer _Ñ_",,8/6/15 20:21,6.29E+17,,Eastern Time (US & Canada)
9535,Donald Trump,1,yes,1,Negative,0.7,None of the above,1,,susheequeen,,7,,,RT @monaeltahawy: Paging the Donald: you can't beat Jamaica in soccer either #GOPDebates,,8/6/15 20:21,6.29E+17,TX ,Central Time (US & Canada)
9536,Donald Trump,1,yes,1,Negative,1,FOX News or Moderators,1,,tbonpc,,73,,,RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates _ª___ª_ô,,8/6/15 20:21,6.29E+17,Robertsdale Al,Central Time (US & Canada)
9538,Donald Trump,1,yes,1,Negative,1,None of the above,0.667,,nannieboo,,11,,,"RT @Apathycase: So, Trump buys politicians, used bankruptcy to his advantage, skirted laws for money, and admitted to wanting single payer _Ñ_",,8/6/15 20:21,6.29E+17,texas,
9547,Donald Trump,1,yes,1,Negative,1,None of the above,1,,RadioFreeTom,,11,,,"RT @Apathycase: So, Trump buys politicians, used bankruptcy to his advantage, skirted laws for money, and admitted to wanting single payer _Ñ_",,8/6/15 20:20,6.29E+17,"Newport, RI",Eastern Time (US & Canada)
9570,Donald Trump,0.2259,yes,0.6552,Negative,0.6552,None of the above,0.4293,,donald_strumpet,,0,,,Congratulating himself for at least coming off better than one other person in these fucking #GOPDebates? Yup,,8/6/15 20:19,6.29E+17,,
9604,Donald Trump,1,yes,1,Negative,0.6705,None of the above,1,,achighfield,,278,,,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,,8/6/15 20:18,6.29E+17,,Atlantic Time (Canada)
9605,Donald Trump,1,yes,1,Negative,1,None of the above,1,,LemonMeringue19,,0,,,Donald Trump is an even bigger bully than Chris Christie. I'm astonished. #GOPDebates,,8/6/15 20:18,6.29E+17,"Kansas, USA",Pacific Time (US & Canada)
9609,Donald Trump,0.4509,yes,0.6715,Negative,0.6715,None of the above,0.4509,,StellaLuna65,,4,,,"RT @angie_brill: #KochBrothers Hate .@realDonaldTrump? Never forget... YOU created all of this.
http://t.co/R5RRAXRFuo
#GOPDebates #FeelT_Ñ_",,8/6/15 20:18,6.29E+17,,
9638,Donald Trump,1,yes,1,Negative,1,None of the above,0.661,,sweeetbea,,2,,,RT @bryanlvt: I want Trump to run as an independent. I want to see an army of pissed off women give him some much deserved humility #GOPDeb_Ñ_,,8/6/15 20:17,6.29E+17,"I miss you, NJ",Eastern Time (US & Canada)
9655,Marco Rubio,1,yes,1,Negative,0.6667,None of the above,1,,Obama_Biden_13,,0,,,@marcorubio  was a fail if u think he helped himself pls give me a cable show #gopdebates,,8/6/15 20:16,6.29E+17,,
9672,Donald Trump,0.6667,yes,1,Negative,1,None of the above,1,,beaniegurl47,,0,,,"I just to say this #GOPDebates #DonaldTrump is like a bully on a playground, all talk! We know what's wrong, #howdowefixit",,8/6/15 20:15,6.29E+17,"Atlanta, GA",Eastern Time (US & Canada)
9676,Donald Trump,0.6932,yes,1,Negative,0.6477,None of the above,1,,HeidiDuehlmeier,,278,,,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,,8/6/15 20:15,6.29E+17,"Salt Lake City (Yeah, I know)",Mountain Time (US & Canada)
9695,Donald Trump,1,yes,1,Negative,0.3684,None of the above,0.6842,,MelissaRFogle,,278,,,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,,8/6/15 20:15,6.29E+17,,
9704,Donald Trump,1,yes,1,Negative,1,None of the above,1,,Hormonal_Momma,,0,,,I'm sorry but Trump was a total joke tonight. He took away valuable time from the other candidates. #GOPDebates,,8/6/15 20:14,6.29E+17,,
9719,Donald Trump,0.4123,yes,0.6421,Negative,0.6421,FOX News or Moderators,0.4123,,sweeetbea,,134,,,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ª___ª_ô #GOPDebate_Ñ_,,8/6/15 20:14,6.29E+17,"I miss you, NJ",Eastern Time (US & Canada)
9757,Donald Trump,1,yes,1,Negative,0.6239,None of the above,1,,idarrylm,,0,,,So I turned on MSNBC for opinions on the #GOPDebates. They were talking Trump Trump Trump. Huh? Were they listening all night?,,8/6/15 20:13,6.29E+17,,
9779,Donald Trump,1,yes,1,Negative,1,None of the above,1,,sweeetbea,,0,,,"""I think Trump looks very unserious ""... Ya think?? #CNN #GOPDebates",,8/6/15 20:11,6.29E+17,"I miss you, NJ",Eastern Time (US & Canada)
9794,John Kasich,1,yes,1,Negative,0.3675,None of the above,1,,msgoddessrises,,0,,,Charlie how did #Kasich do? _ªÉ__ª¥ç_ªè_ #GOPDebates  https://t.co/S47O2TmKe8,,8/6/15 20:10,6.29E+17,Viva Las Vegas NV.,Pacific Time (US & Canada)
9798,Marco Rubio,1,yes,1,Negative,1,Religion,1,,Ghadeer_jenna,,3,,,"RT @SupermanHotMale: Dear Senator Rubio, God has nothing to do with the Republican party... Get it right. #GopDebates",,8/6/15 20:10,6.29E+17,Chicago - USA,
9801,Donald Trump,1,yes,1,Negative,0.6279,FOX News or Moderators,1,,LuanneCarey,,134,,,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ª___ª_ô #GOPDebate_Ñ_,,8/6/15 20:10,6.29E+17,,Eastern Time (US & Canada)
9822,John Kasich,1,yes,1,Negative,0.6535,None of the above,0.6966,,Jeorge2728,,2,,,"RT @SupermanHotMale: Dear John Kasich, Beat your Republican friends with a gay tree branch : )  #GopDebates",,8/6/15 20:09,6.29E+17,,
9827,Donald Trump,1,yes,1,Negative,0.6774,FOX News or Moderators,0.6774,,mog1717,,0,,,Only losers tonight were @realDonaldTrump @RandPaul #GOPDebates winners @megynkelly #BenCarson,,8/6/15 20:09,6.29E+17,,Quito
9831,Donald Trump,1,yes,1,Negative,1,None of the above,1,,msgoddessrises,,0,,,#Kasich #Bush #Trump but Donald's numbers are going to slip. #GOPDebates  https://t.co/MXWrthApwk,,8/6/15 20:09,6.29E+17,Viva Las Vegas NV.,Pacific Time (US & Canada)
9832,Donald Trump,1,yes,1,Negative,1,None of the above,1,,_Morganics_,,278,,,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,,8/6/15 20:09,6.29E+17,Bham,Eastern Time (US & Canada)
9840,Donald Trump,1,yes,1,Negative,0.6629,Women's Issues (not abortion though),0.6629,,bryanlvt,,2,,,I want Trump to run as an independent. I want to see an army of pissed off women give him some much deserved humility #GOPDebates,,8/6/15 20:08,6.29E+17,Vermont USA,Quito
9895,Donald Trump,1,yes,1,Negative,0.6905,None of the above,1,,AlphaQueer,,7,,,RT @monaeltahawy: Paging the Donald: you can't beat Jamaica in soccer either #GOPDebates,,8/6/15 20:06,6.29E+17,Chicago,Central Time (US & Canada)
9904,Donald Trump,1,yes,1,Negative,1,None of the above,0.6673,,ChiefBoima,,7,,,RT @monaeltahawy: Paging the Donald: you can't beat Jamaica in soccer either #GOPDebates,,8/6/15 20:06,6.29E+17,"South Gate, BabilÕânia",Eastern Time (US & Canada)
9918,Donald Trump,1,yes,1,Negative,1,None of the above,0.6444,,dtearl,,7,,,RT @monaeltahawy: Paging the Donald: you can't beat Jamaica in soccer either #GOPDebates,,8/6/15 20:06,6.29E+17,"Irvine, CA",Pacific Time (US & Canada)
9923,Donald Trump,1,yes,1,Negative,0.6824,None of the above,1,,AfricasaCountry,,7,,,RT @monaeltahawy: Paging the Donald: you can't beat Jamaica in soccer either #GOPDebates,,8/6/15 20:06,6.29E+17,,Eastern Time (US & Canada)
9935,Donald Trump,1,yes,1,Negative,1,None of the above,0.6702,,love0ntoast,,7,,,RT @monaeltahawy: Paging the Donald: you can't beat Jamaica in soccer either #GOPDebates,,8/6/15 20:05,6.29E+17,USJ ,Adelaide
9948,Donald Trump,1,yes,1,Negative,1,None of the above,1,,Soccerpolitics,,7,,,RT @monaeltahawy: Paging the Donald: you can't beat Jamaica in soccer either #GOPDebates,,8/6/15 20:05,6.29E+17,Durham N.C.,Eastern Time (US & Canada)
9968,Donald Trump,1,yes,1,Negative,0.6913,None of the above,0.6768,,monaeltahawy,,7,,,Paging the Donald: you can't beat Jamaica in soccer either #GOPDebates,,8/6/15 20:05,6.29E+17,Cairo/NYC,Eastern Time (US & Canada)
