Positive,"RT @JohnKasich: John Kasich is ready to lead. Join the team, Claire!: http://t.co/dy8KnZ122T 
#GOPDebate https://t.co/KnWmIDeqtY",
Negative,"RT @WhitneyNeal: Trump has yet to give a single, evidence-based answer to a direct question about policy. That should frighten you. #GOPDebäó_",
Negative,"RT @IcarusPundit: Donald Trumpäó»s closing statement is every dinner conversation had at The Villages, ever. #GOPDebate",
Neutral,RT @Writeintrump: Obama better not leave his prayer rug behind in the Oval Office when I get elected because I'll throw it out.   #GOPDebate,
Negative,"RT @mrskimcam: Trump just said the U.S. is stupid, so let's vote him President. WTF people. #GOPDebate",
Positive,So excited for @johnkasich #GOPDebate #Kasich4Us #Republicandebate #kasich2016 been waiting for 20 years!!,
Negative,Hey look it's my feelings about Donald Trump summed up in one gif #GOPDebate http://t.co/zjWUGwj9Hz,
Negative,RT @TheBaxterBean: Marco Rubio Briefly Backed Immigration Reform Then Privately Berated DREAMers http://t.co/We77QdT3Kt #GOPDebate http://täó_,
Negative,RT @kesgardner: Trump is a lunatic. #GOPDebate,
Positive,"Cruz has class &amp; truth, that gets my vote! #GOPDebate",
Negative,"RT @kesgardner: AssClown: I'm the only reason anyone is even talking about illegal immigration. Keep digging, Donald! #GOPDebate",
Negative,"RT @kesgardner: Hi Fox panel, can you just ask Donald every single question? Hand him a shovel while you're at it so he can keep digging. #äó_",
Positive,#GOPDebate #Trump is Breaking Records! So what he's not a polished Politician. Makes me love him even more.  https://t.co/TgOwCHxf3x,
Negative,Why are all the Trump accessory women wearing the same shoes?!  #GOPDebate http://t.co/Xz4zc1Lt8N,
Negative,And Donald Trump is an absolute nut! So entertaining LOL #GOPDebate,
Negative,RT @DanScavino: .@MegynKelly trying 2show up @realDonaldTrump w @FoxNews. Trying 2take him down. Trying 2destroy him. Not happening. #Kellyäó_,
Negative,I give him a e for his big ego. #GOPDebate A's are earned for excellence. Rhymes with rump.,
Positive,"RT @NRO: ""@marcorubio got the best reviews, and deserved them."" Read more of our #NREditorial recap of the #GOPDebate ---&gt; http://t.co/sTzwäó_",
Negative,Trump changed his mind on supporting PARTIAL BIRTH ABORTION because a friend changed their mind on aborting &amp; had a great kid. #GOPDebate,
Negative,"RT @lesleyabravanel: Trump sycophants want to know what @megynkelly's ""hidden agenda"" was last night. Answer is simple: it's called a vaginäó_",
Negative,Donald Trump is a really nasty piece of work. Hope he disappears quickly. #GOPDebate,
Negative,"RT @pattonoswalt: If Trump is against ""p.c. culture,"" I'm suddenly 100% for it. Not even kidding. What a howling shit-cave of a human. #GOPäó_",
Negative,"RT @Davante_R: Women that would be offended by Trumps ""Misogyny"" most certainly don't vote Republican.
Find a new fake issue Faux News.
#äó_",
Neutral,RT @RedheadAndRight: Meet the new darling of the left Üó† Megyn Gotcha Kelly. #GOPDebate @FoxNews #DonaldTrump #MegynKelly,
Negative,"If #DonaldTrump donates to U..He can call in a favor years later?? Sounds like #TheGodfather
NOT #POTUS Thats legal?
#GOPDebate #GOPClownCar",
Negative,"RT @kesgardner: If politics can be even partially rational, Trump's campaign for the GOP nomination just ended. #GOPDebate",
Negative,RT @maureenjohnson: Ted Cruz is going to personally take away your telescope and try you as a witch. #GOPDebate,
Positive,@realDonaldTrump You killed it last night at the #GOPDebate glad to have some that cares for America  #MakeAmericaGreatAgain,
Neutral,".@megynkelly  asked .@realDonaldTrump  poor questions, why, was this to help Bush in the polls? #Hannity #GOPDebate https://t.co/p389iIlE2N",
Negative,RT @TheBaxterBean: Yes Marco Rubio Actually Said The Iraq Invasion 'Was Not A Mistake' http://t.co/xRowKHyMm1 #GOPDebate http://t.co/vjMjdMäó_,
Negative,RT @TheBaxterBean: Marco Rubio Voted Against Unemployment Benefits Even Though Florida Needs Them Most http://t.co/2i6UolSctj #GOPDebate htäó_,
Negative,RT @3ChicsPolitico: Donald Trump insulted @megynkelly and ALL women and not one man on stage confronted him. None of them are worthy to be äó_,
Negative,"RT @jjauthor: @learjetter, I was waiting for @megynkelly to ask @realDonaldTrump, ""When did you stop beating your wife?"" #GOPDebate http://äó_",
Negative,"Paul Krugman sums up what happended last night: ""One of our two major parties has gone off the deep end"" http://t.co/gkubEM7gE7 #GOPDebate",
Negative,RT @AnthonyMarlowe: #Trump #Video It cost 4 times more than the $700M it would've if it were being managed by @realDonaldTrump #GOPDebate häó_,
Negative,RT @proginosko: Prediction: in the final #GOPDebate Donald Trump will tear off his #MissionImpossible mask to reveal a smirking Jon Stewart.,
Negative,RT @kesgardner: Ted Cruz is angling himself to be a slightly less loony version of Donald Trump. #GOPDebate,
Negative,Meet the new darling of the left Üó† Megyn Gotcha Kelly. #GOPDebate @FoxNews #DonaldTrump #MegynKelly,
Negative,"#GOPDebate: a lesson for coming months: quality and not quantity in words &amp; time for tangible and believable propsals
http://t.co/YHvNoEinyi",
Negative,"RT @TUSK81: Not one candidate spoke up against Trump's mass-deportation plan, &amp; not one condemned his racist comments. Latinos won't forgetäó_",
Positive,"Donald is my hero. 
 #GOPDebate http://t.co/9ZZFLChJQO",
Positive,RT @JohnAmato: I actually agree with @AndreaTantaros on something. She said @realDonaldTrump didn't hurt himself in #GOPDebate and I concur.,
Negative,donald trump... #whatajoke #GOPDebate,
Positive,RT @JohnKasich: Creating jobs is our greatest moral purpose because they strengthen our families &amp; communities. #GOPDebate http://t.co/80Xeäó_,
Positive,"RT @nevagphx1: @CarlyFiorina Magnificent at the first #GOPDebate. I support Ted Cruz as POTUS, but would support you as running mate or POTäó_",
Positive,Kasich the clear standout among #GOPDebate cannon fodder. But his record contradicts statements on LGBT acceptance: http://t.co/YNucKULnjV,
Negative,RT @NewsWriter2: So we have Americans getting beheaded overseas and @megynkelly is worried whether @realDonaldTrump calls Rosie O'Donnell fäó_,
Positive,"RT @1216BJ: #GOPDebate: Carly Fiorina Dominates Social Media, Even Beating Out Trump - Fox Nation http://t.co/VUeEveRdDy",
Negative,"RT @vivigold197: @realDonaldTrump: misogynist, ignorant, xenophobic and greedy: another proof that money does not buy class. #GOPDebate #GOäó_",
Positive,"RT @WayneDupreeShow: Disagree all you want
#GOPDebate was hit job on @realDonaldTrump and calculated mute job on @SenTedCruz @RealBenCarsoäó_",
Positive,I actually agree with @AndreaTantaros on something. She said @realDonaldTrump didn't hurt himself in #GOPDebate and I concur.,
Neutral,"RT @TheJimHughes: Note to Kasich - the question wasn't about ""love"" it was about ""gay marriage"" #TheBigDodge #GOPDebate",
Neutral,"RT @palmaceiahome1: Rush Limbaugh to Megyn Kelly ""I know no Democrat Candidate would be treated the way Megyn Kelly treated Trump."" #FoxNewäó_",
Negative,RT @deray: Trump literally said that he donates to politicians and then calls them later to get what he wants. He literally just said that.äó_,
Neutral,RT @_youhadonejob: Donald Trumps hair arrives early for the Republican Party presidential debate. #GOPDebate http://t.co/cQuPKRyBse,
Positive,"#GOPDebate Debate was good once they quit throwing crap at @realDonaldTrump and got substantive.  Candidates handled the ""gotcha"" questions.",
Positive,So who watched the GOP Debate last night and saw Trump #DonaldTrump #GOPDebate @realDonaldTrump #TrumpForPresident,
Negative,RT @3ChicsPolitico: Trump calling @megynkelly a bimbo is reprehensible. This is about choosing a candidate for president NOT the Jerry Spriäó_,
Negative,RT @TeaTraitors: #GOPDebate was still Clown Show! I'm glad Head Clown Trump helping destroy GOP. http://t.co/88QwTnPuIR,
Positive,"NOT A FAN OF #FoxNews @megynkelly but she deserves better than to be called BIMBO by #lDonaldTrump for doing her job
#GOPDebate #UniteBlue",
Negative,"Hey .@realDonaldTrump You know who didn't whine about ""unfair"" questions? @CarlyFiorina Grow a set why don't ya'. #GOPDebate",
Negative,John Kasich seems like a decent guy shame he'll drowned out by the loonies in the #GOP #GOPDebate,
Negative,RT @feministabulous: My feelings about Trump after #GOPDebate: http://t.co/bKuz2OiamE,
Neutral,"@exjon @EssmailPatricia @CuffyMeh 
Trump supporters threaten to take Nerf ball home after hard hit.
#GOPDebate #TrumpsPeePeehurts",
Positive,"RT @WAGNERGIRLE: Thank you @tedcruz for speaking out on #govermentcartel 
#MakeAmericaGreatAgain  #SecureTheBorder #GOPDebate http://t.co/äó_",
Positive,Which candidate really likes hugs? The one word that defined each one's #GOPDebate http://t.co/RGHrEnzEwI http://t.co/rZZzG0m3P0,
Negative,"RT @HRC: .@JohnKasich said heäó»d love his daughters if they were gay, but his voting record says otherwise #GOPDebate http://t.co/qWNQMbLZ5d",
Negative,"RT @MilesOrionFeld: ""Are you not entertained?!?!?!"" Then #Trump throws a severed head into the crowd. #GOPDebate",
Negative,"RT @ThatChrisGore: I'm not really sure about President, but Ted Cruz would make an excellent Marvel villain. #GOPDebate #TedCruz #Marvel",
Negative,"Donald Trump: Reagan Was A Con Man Who Couldn't 'Deliver The Goods' | ThinkProgress
#GOPDebate http://t.co/LHmRKxWvcI",
Neutral,RT @AnneBayefsky: .@SenTedCruz: any American who leaves &amp; joins #ISIS should lose their passport. So there's no coming home. #GOPDebate,
Positive,"RT @JGalt9: Love that Cruz introduced a bill to strip citizenship from Americans who join ISIS 
#GOPDebate http://t.co/MylrLV0U7e",
Negative,"RT @Anergo_Teacher: Seriously, #Trump is dangerous for the whole world. #GOPDebate",
Negative,Credit where credit is due - I was shocked #SHOCKED by Trump's cogent health care debate response #GOPdebate  https://t.co/Mdfg53UfaZ,
Negative,@ElianaBenador @PoliticalShort @Samlove0313Love @_AndyBryant @ebenjones @mjgranger1 #GOPDebate Trump too selfish &amp; immature to have power.,
Neutral,"RT @fakedansavage: Kelly: ""You call women you don't like 'fat pigs,' 'dogs,' and 'disgusting animals.'"" Trump: ""Only Rosie O'Donnell."" Crowäó_",
Positive,Really thought @marcorubio had a solid performance last night! #GOPDebate,
Negative,"RT @Writeintrump: Hey Megan Kelly, ask Kelly Osbourne how attacking me this week worked out for her.  #GOPDebate",
Positive,RT @megynkelly: .@tedcruz gets powerful response from @FrankLuntz focus group. #KellyFile #GOPDebate,
Negative,"That pose is SO awkward. Who in the hell did she work with?  She's stiff, not natural. Kinda like the #GOPDebate last night. @Pissed_Pat",
Positive,RT @RickCanton: #CruzCrew - the outsider. Always tells the truth. Honors commitments. #GOPDebate http://t.co/WHEoRxlcid,
Neutral,"Winners of the #GOPDebate as far as I'm concerned:
@CarlyFiorina 
@JohnKasich 
@RealBenCarson 
@marcorubio",
Neutral,RT @Writeintrump: Anyone know why Megan Kelly was so pissed at me during the #GOPDebate? I'm pretty sure I was never married to her.,
Positive,RT @thecjpearson: Called it. #GOPDebate #2016 #CruzToVictory http://t.co/P5JEm3cfpW,
Positive,Trumptastic #GOPDebate,
Negative,"Re #GOPDebate: Sure, it's all fun and games until one of these wackos has his finger on the big red button. http://t.co/ndgrhvpB4I",
Positive,RT @bodybynance: Absolutely! I have authored Kate's law. The leader of our OWN party BLOCKED Kate's law #CruzCrew #GOPDebate http://t.co/84äó_,
Negative,Trump should have told Megyn Kelly to go to HELL! #FoxNews #GOPDebate,
Neutral,RT @tedcruz: We need a new Commander-in-Chief who will stand up to our enemies and that has credibility #GOPDebate #CruzCrew,
Negative,RT @Ben_Elder1155: Donald Trump to Rand Paul tonight. #GOPDebate http://t.co/jV4yfOv7xZ,
Negative,"Although the occasional dick, @realDonaldTrump sure knows how to keep these political debates alive and exciting. #GOPDebate",
Negative,"RT @Writeintrump: #GOPDebate After Party Update:  Rubio, Cruz, and Bush are huddled in the corner speaking Spanish. I think they're plottinäó_",
Positive,RT @tedcruz: A great #GOPDebate discussing issues important to the American people: https://t.co/WeMKfA9vLN Join our fight: https://t.co/xVäó_,
Negative,hadiyah: Somebody needs to get the water off the stage before Trump and Paul start tossing drinks at each other. #GOPDebate,
Negative,"@kesgardner Agreed. Still, he's the one everyone is talking about. #mystified #GOPDebate",
Negative,RT @pattonoswalt: Donald Trump's views on immigration are based solely on the first 8 minutes of SCARFACE. #GOPDebate,
Negative,"Maybe if we should paying attention to every little thing #DonaldTrump sez....he's not a novelty anymore! 
#GOPDebate #GOPClownCar",
Negative,Trump's lead shows just how low the Bar is for GOP Nomination &amp; speaks to Base approval of their elected leaders! #GOPDebate #UniteBlue #P2,
Positive,#Winning #CruzCrew _ôÖ_ Keep It Up! #TedCruz2016 #GOPDebate  https://t.co/uR7q4KjRfx,
Neutral,"RT @Anergo_Teacher: Imagine a #Trump Administration dealing with a US-Russia crisis. 
WWIII #GOPDebate",
Neutral,RT @ThePatriot143: You Don't have to support Trump to realize that every question was delivered in a Backhanded manner #GOPDebate http://t.äó_,
Positive,RT @nerdist: Trump's really great in Orange is the New Orange #GOPDebate,
Negative,"RT @TheFriddle: Trump: Mexico!!!
Rubio: Majority of illegals aren't Mexican.
That's what grandstanding vs understanding real issue looks äó_",
Negative,RT @weeklystandard: .@realDonaldTrump is looking more like Bernie Sanders - on the issues http://t.co/bzKnuXxObk #GOPDebate http://t.co/dxxäó_,
Positive,"#Trump2016 #GOPDebate The Illuminati want him out, but he will win the same http://t.co/2kVlxWB9Kd http://t.co/zyCvnY4NOq",
Positive,"RT @PamelaGeller: LOVE CRUZ! ""If you join ISIS you are signing  your death warrant."" Go Ted go! Anyone that joins ISIS loses their citizensäó_",
Negative,RT @hilcox18: Donald Trump is Drunk Uncle #GOPDebate http://t.co/fcn61e8e3w,
Positive,RT @jonmcclellan: Watch @TedCruz strong closing statement at the #GOPdebate: Video: https://t.co/kQlgCBaV7p #CruzCrew,
Negative,"Retrospect #gopdebate USA needs someone #conservative, confident,respectfully listens, not arrogant @rushlimbaugh says @Fiorina @Kasich",
Negative,@realDonaldTrump ur complaining so much about being targeted but do u think that when ur president u won't be targeted? #GOPDebate,
Negative,which is NOT fair and balanced #GOPDebate,
Negative,RT @bazecraze: Ted Cruz looks like someone put a suit on a sigh. #GOPDebate,
Positive,"@realDonaldTrump treated @RandPaul like the little gnat he is. 
#GOPDebate #tcot #trump #MakeAmericaGreatAgain #GoTrump",
Negative,RT @nerdist: Trump constantly looks like he's trying to push out a fart. #GOPDebate,
Neutral,RT @megynkelly: .@realDonaldTrump: I think the big problem this country has is being politically correct #GOPDebate,
Neutral,#GOPDebate: Fox News tries to dump the #Trump. http://t.co/MuSxkU53Ol http://t.co/2Ha71jFRp1,
Negative,"""This was more of an inquisition than it was a debate"" says Sen Graham about Fox News moderators questioning @realDonaldTrump at #GOPDebate",
Positive,Amazing! Marco Rubio schools @ChrisCuomo on when life begins: https://t.co/PrKLk6X4Ji #ProLife #GOPDebate #TCOT,
Negative,"RT @StudyingLiberty: The man who wants to take on Iran, Russia, and China can't even handle a few tough debate questions by Megyn Kelly. #Gäó_",
Positive,"RT @DanScavino: .@realDonaldTrump wins 1st #GOPDebate!
#MakeAmericaGreatAgain #Trump2016 #TeamTrump #TrumpForPresident _ôˆ__ôˆŸ http://t.co/2P8dWäó_",
Negative,"RT @RadioFreeTom: Look, Trumpkins, your hero didn't even win the steak knives last night, know what I'm sayin' here? #GOPDebate",
Negative,"RT @ShadowBard: American women take note: When @@realDonaldTrump justified his piggish attacks on women at the #GOPDebate, not 1 man on staäó_",
Negative,Here is another one! Poor Frank is taken a beating_ôÖ© LOL!_ôÖ‰_ôÖ‰_ôÖ‰ #GOPDebate @realDonaldTrump  https://t.co/FfkuAoetTM,
Negative,"#HalffullHalfMT? @FoxNews moderators prep #GOPDebate 4whats coming? Abc nbc CNBC cnn  willB more Nasty, #youvebeentargeted @realDonaldTrump",
Positive,"RT @becca0mae: I don't know who won the debate, but @Writeintrump definitely won the award for ""best #GOPDebate live tweeting""",
Neutral,"#GOPDebate  The order was to ""take out Trump"", but I wonder if FOX News was the one who took the ""order"" seriously. @HeidiL_RN",
Negative,RT @ThePatriot143: Let me help @FoxNews they wanted proof from Trump RE: Illegal Mexican Criminals #GOPDebate http://t.co/6yqBHhngsE http:/äó_,
Neutral,RT @palmaceiahome1: Rush Limbaugh seems to think #FoxNews did a hit job on Trump. #GOPDebate,
Negative,"RT @JillStanek: ""I think future generations will look back and call us barbarians for killing millions of babies."" ~@MarcoRubio #GOPDebate äó_",
Positive,RT @lilwolf30: Rubio has spoken the #truth! #WakeUpAmerica #GOPDebate http://t.co/Cl2BuZXQYZ,
Neutral,"WSJThinkTank: RT rentamob: In #GOPDebate, John Kasich showed himself to be an alternative to Jeb Bush, says LindaJKillian:  äó_",
Neutral,"Oooh, so Fox News also doesn't want Trump to be president. #GOPDebate",
Negative,"RT @MSchmidtRTD: Va. GOP leaders praise debate performances. Trump's, not so much. http://t.co/Ul5pgAq4UH #Election2016 #GOPDebate",
Positive,"@SteveDeaceShow
Since Ronald Reagan, @tedcruz is definitely the nominee #Conservatives have been waiting for!
#tcot
#GOPDebate
#CruzCrew",
Negative,"RT @_HankRearden: Well, so much for Krauthammer's theory about the 'collapse of Trump' lol. #GOPDebate #Trump2016 http://t.co/xtMDUbZGnj",
Positive,"RT @DanScavino: 2015 #GOPDebate Winner?
Time has @realDonaldTrump leading with 42%. 
#Trump2016 #MakeAmericaGreatAgain _ôˆ__ôˆŸ http://t.co/dOckSäó_",
Negative,@realDonaldTrump has issues with women 4 ex wives &amp; a daughter -Obama has 2 daughters 1 wife &amp; is Very Respectful #gopdebate #msnbc #cnn,
Positive,"I was pretty impressed by Rubio, Kasich, and Cruz in the primetime debate last night. #GOPDebate",
Neutral,"Finally watched the #GOPDebate, freakin' hilarious. Kelly killed it, and Trump definitely got his showboat. Was there anyone else there?",
Negative,RT @stephenmengland: Just read @realDonaldTrump's early morning Twitter rants. . .there are reasons why it's not recommended to mix drugs aäó_,
Negative,"I'm quite certain that the @realDonaldTrump is working for @HillaryClinton. It is his mission to get her elected.
#GOPDebate",
Positive,RT @blondieforkeeps: @Koolmoe21 I want a #trump for president shirt!!! #GOPDebate,
Neutral,"RT @larryelder: Trump SHOULD have said, ""If that's how you wish to begin, ask these gentlemen will THEY support ME when I win the nominatioäó_",
Positive,RT @rabite: The winner is clear: @realDonaldTrump #GOPDebate http://t.co/w2gxqowO4P,
Positive,RT @JaxT0520: Done with @FoxNews after last nights #GOPDebate @megynkelly showed her true colors but @realDonaldTrump shined! #Trump2016,
Positive,#GOPDebate: Ted Cruzäó»s Precious Daughters Steal The Show: There were certainly someŒæäóìdid they really just say ... http://t.co/jzlh4Lrzh4,
