Negative,"Fox News Had Its Own #GOPDebate Agenda: Promote Carly ""never mention fired from HP"" Fiorina, &amp; run Trump out of race http://t.co/9k1eujdFo7",
Negative,"RT @HlLLARY: Oh, one more thing. Did anyone hear anything about affordable child care for working families last night in the #GOPDebate ? I_�_",
Negative,"RT @NaughtyBeyotch: RT @AllenWestRepub ""Dear @JebBush #GOPDebate #NotAMistake http://t.co/WQnSuPSPkC""",
Positive,@marthamaccallum @billhemmer #gopdebate Bill and Martha were the A Team in the first debate. 2nd debate was an ambush.,
Negative,"The Country's going to hell and Megyn Kelly on #FoxNews is attacking Trump for a ""war on women?"" #GOPDebate",
Positive,"RT @Franklin_Graham: 1st #GOPDebate--Encouraging to see several candidates express their faith in God and His Son, Jesus Christ. http://t.c_�_",
Negative,"RT @SnarkyDemo: #DonaldTrump said he_��s not _��politically correct._ѝ  Which, of course, is Trumpspeak for _��Let_��s face it, I_��m huge asshole._ѝ #_�_",
Negative,RT @Bipartisanism: A message to the #GOPDebate candidates: http://t.co/WFK5CmVgiN,
Negative,RT @davidcicilline: This is the worst episode of The Apprentice that I've ever seen. #GOPDebate,
Neutral,"RT @GovMikeHuckabee: Luntz: ""As the lines go up, they almost reach 100. It almost never happens in the dial research we do."" #GOPDebate
htt_�_",
Negative,"RT @lolhayley: ""The purpose of the military is to kill people and break things."" - something an actual man running for president just said _�_",
Negative,Wondering if I could get the Republican Party to pay for my liver transplant after playing @mtaibbi #GOPDebate drinking game last night.,
Positive,RT @BrandonDHowell: Great way to start Friday. #CarlyFiorina @CarlyFiorina #GOPDebate http://t.co/1ai9CuZ8bY,
Positive,"RT @tedcruz: If elected, on my first day as President, I'll rescind every illegal and unconstitutional executive order enacted by Pres. Oba_�_",
Neutral,RT @Ronnie2K: Donald Trump during #GOPDebate be like... https://t.co/jCUirk1i1u,
Neutral,RT @bruneski: Was upstairs putting the kids to bed. How many questions about climate change did I miss? #GOPDebate #GOPClownCar,
Negative,"They_��re all Todd Akin now: How the Planned Parenthood sting backfired on Republicans #GOPDebate #StandwithPP
http://t.co/ekXPfKtHQn",
Negative,RT @learjetter: Hey @Foxnews let #REPUBLICANS digest #GOPDebate before allowing crazy @DWStweets to TRASH OUR #GOP! @LadySandersfarm http:/_�_,
Negative,RT @TheBaxterBean: Watch Donald Trump Receive Enormous Applause for Horribly Misogynistic #GOPDebate Answer http://t.co/R4e8TpOtd5 http://t_�_,
Neutral,A few of my favorite #Twitter responses to the #GOPDebate last night: http://t.co/2IqcdrCdlm http://t.co/7TDMA3VLM8,
Positive,"Even though she's a super conservative reporter, I actually like Megyn Kelly's interview style &amp; she did great at the #GOPDebate",
Negative,RT @kingsthings: The #GOPdebate is not a debate at all. It's a series of 1 minute opportunities to avoid answering a question one candidate_�_,
Positive,RT @MelissaGracey: Credit for this joke goes to someone else but it is funny! #GOPDebate http://t.co/iCreDSSplR,
Positive,RT @Reince: Simply incredible. http://t.co/apXM8AO8jf Last night's #GOPDebate doubled the previous record for most-watched primary debate i_�_,
Negative,"RT @KateThomas: This literally couldn't be more true for me. ""I Watched the #GOPDebate &amp; All I Got Was a Lousy Hangover"" http://t.co/cxch7X_�_",
Negative,RT @fl_dreamer: Haha a little saas from @voxdotcom this morning towards @realDonaldTrump. #FactChecked #GOPDebate http://t.co/dAeCtmLlaj,
Neutral,"RT @TexasCruzn: RT @AllenWestRepub ""Dear @JebBush #GOPDebate #NotAMistake http://t.co/1z3VuFjZlw""",
Negative,RT @zellieimani: What people saw in person vs what we saw on tv. #GOPDebate http://t.co/QlGsXRH5Hw,
Negative,RT @TheBaxterBean: Marco Rubio Told To His Face He's 'Candidate Of Yesterday' For His Anti-Gay Bigotry http://t.co/a4EiuETTLf #GOPDebate ht_�_,
Negative,"RT @carIisIe: None of them have made Trump look out of place or foolish yet. Think about that. When you're done crying, think about it agai_�_",
Neutral,"RT @akbarjenkins: Maybe the GOP just got Piven &amp; Cloward confused with Pinkard &amp; Bowden? ""She thinks I steal cars..."" @kevinbaker @KevinMKr_�_",
Positive,Had a great time watching the #GOPDebate last night http://t.co/qCmxMU8MLP,
Negative,"RT @JRehling: #GOPDebate Donald Trump says that he doesn't have time for political correctness. How does calling women ""fat pigs"" save him _�_",
Negative,RT @theonlyadult: This is the @POTUS we have now. One of the people on TV now might be the next one. RIP everything. #GOPDebate http://t.co_�_,
Neutral,I think @realDonaldTrump was caught by surprise by that first question and was never able to recover his equilibrium. #GOPDebate,
Negative,"RT @kirahoffy: ""@FoxNews web stream and mobile app fail during #GOPDebate_ѝ _�_ Why am I not surprised? http://t.co/tkpEsoOEZT",
Positive,"RT @JohnKasich: John Kasich helped Ohioans create 350,000 new jobs. He can do it for America. #GOPDebate http://t.co/kBzfBJyp2C",
Positive,Please help the Maryknoll Sisters replace windows in their convent https://t.co/fDgXG3VV13 #Catholic #gofundme #trcot #GOPDebate,
Neutral,"RT @CarlyFiorina: At #GOPDebate, I won over our largest audience yet. Can you chip in $3 to help us keep it up?https://t.co/nzYnC1JRxS
http_�_",
Negative,Trump just said @JebBush is a true gentleman &amp; then they started violently 69ing. #GOPDebate,
Negative,RT @cameronesposito: Ugh will these guys ever shut up about how much they respect women? #GOPDebate,
Negative,"RT @SnarkyDemo: What did the #GOPDebate teach us about a future President Trump?  America probably won_��t be safe, except if we_��re attacked _�_",
Negative,"RT @congoboy: This is going to be a long, tiring election season.
""shockingly ill-informed"" candidates at #GOPDebate
http://t.co/vTK1k0tXi_�_",
Neutral,"RT @AmyMek: ""God has blessed the Republican party with many great candidates, @TheDemocrats can't even find one"" - @marcorubio #GOPDebate",
Neutral,RT @JohnKasich: The miracle can happen to you. Grow opportunity and grow jobs. #GOPDebate http://t.co/lNqhDgTUdK,
Negative,RT @MattyIceAZ: Scott Walker can't even carry his own state. #GOPDebate,
Negative,"RT @XLNB: Black people, if you need anymore indication why Republicans hate us. Peep this. #GOPDebate http://t.co/Bh0ChsY5Eh",
Negative,"RT @Smethanie: Sure, God told me I should run, and the Tooth Fairy agreed and all the Teletubbies voted yes, so here I am. #GOPDebate",
Negative,RT @palmaceiahome1: Trump should have told Megyn Kelly to go to HELL! #FoxNews #GOPDebate,
Negative,"RT @palmaceiahome1: Caller on the Rush Limbaugh show:""I have lost all respect for Fox News."" #FoxNews #GOPDebate",
Negative,"RT @realDonaldTrump: ""@stinger_inc: @realDonaldTrump  @megynkelly's behaviour at the #GOPDebate was astonishingly biased.""",
Positive,"Republicans Debate Economics: Rubio Wins, Bush Falters, Huckabee Exaggerates http://t.co/mOlloaQhWQ #GOPdebate #knowmorenotless @GPNAPLang",
Negative,RT @JamesViser: Huh. Half of Clinton's charity went to...the Clintons! http://t.co/BVwRoSgWAL #copolitics #Hillary2016 #StopHillary #UniteB_�_,
Negative,"RT @kraig4u: #GOPDebate  The order was to ""take out Trump"", but I wonder if FOX News was the one who took the ""order"" seriously. @HeidiL_RN",
Neutral,"RT @DiegoUK: Democrats watching the #GOPDebate last night http://t.co/7v4WJok3vM
#p2 #ctl #topprog #tcot #tlot",
Negative,"RT @AmyMek: We all owe @realDonaldTrump a huge thank you 4 exposing to the world_��_@megynkelly, Chris Wallace, &amp; @FrankLuntz are true Rhinos!_�_",
Negative,RT @TheBaxterBean: Scott Walker Lies: Says WI Budget Has $535M Surplus (Actually Has $1.76B Deficit) http://t.co/VVMxzkxLKr #GOPDebate http_�_,
Positive,You're right Last I heard @SenSanders was that only women could give birth to s child. Has that changed? #GOPDebate  https://t.co/5HkCefp1hf,
Neutral,"RT @pattonoswalt: ""Have any of you received a word from God?"" = ""Are any of you soup-sandwich crazy?"" #GOPDebate",
Negative,"RT @FrankConniff: Fox News #GOPDebate interviewer to candidates: ""What's your take on these GOP talking points I'm feeding you?""",
Negative,RT @LeslieMac: But the murder of black ppl is just fine- just not unborn black babies? #GOPLogic #GOPDebate,
Neutral,RT @HillaryClinton: Missing Jon Stewart already. #GOPdebate #JonVoyage -H,
Positive,RT @CharlotteLaws: Chris Christie is really standing out at the #GOPdebate,
Positive,"RT @libertyjibbet: Hey .@realDonaldTrump You know who didn't whine about ""unfair"" questions? @CarlyFiorina Grow a set why don't ya'. #GOPDe_�_",
Negative,"You can't be pro-life AND have watched that 2 hour abortion last night.
#GOPDebate #forkedtongue #IseeOrangePeople",
Negative,"RT @DanScavino: .@MegynKelly,
You failed the American people tonight.
You tried to make history, by destroying @realDonaldTrump. #KellyFai_�_",
Negative,"RT @edstetzer: Btw... when you mix politics and religion, you get politics. #GOPDebate",
Positive,RT @TeamMarco: Marco nailed it on abortion. We must protect life. #GOPDebate http://t.co/Nn6S7dO22J,
Negative,@megynkelly @BretBaier @foxnews WTF was up with Chris Wallace attacking #Trump2016 on bankruptcy then giving Rubio a softball? #GOPDebate,
Negative,They obviously didn't get the memo about #SeersuckerThursday. #GOPDebate http://t.co/LZagRRtZfl,
Negative,"RT @VH1: Honestly, Donald Trump you were ALL types of petty at last night's #GOPDebate _�ɐ --&gt; http://t.co/QxdoeMfuqO http://t.co/mcr6lrJh2h",
Negative,RT @TuxcedoCat: All Republican dopefuls who say they'll take US back to 2009 on 'Day One' will never see one day in White House! #GOPDebate_�_,
Negative,Trump gloating abt buying GOP+Dem pols &amp;them doing his bidding IS my 2000s Billionaire caricature MyaCash #GOPDebate https://t.co/5spmU3csIc,
Positive,"RT @peddoc63: Go Carly_�Т
Go Carly_�Т
Go Carly_�Т
@CarlyFiorina #Carly2016 #GOPDebate
@FlyoverCulture @LeahR77 @steph93065 @MaydnUSA http://t.co/_�_",
Negative,RT @Daenerys: Listening to the #GOPDebate like http://t.co/3JrCuQdAFu,
Positive,RT @ScorpionsPriest: Best moment of the #GOPDebate last night: Rand telling Christie to go get another hug from Obama.,
Negative,RT @JohnFugelsang: If you missed either #GOPDebate all you need to know is there's no $ for struggling Americans and unlimited $ for war.,
Negative,RT @pfikac: .@JebBush 'We are on the verge of the greatest time to be alive in this world but Washington is holding us back' #mysa #txlege _�_,
Negative,"RT @DrMartyFox: #Trump Wins Drudge
Debate Poll
__���� By A Landslide
#TedCruz #2
#GOPDebate #PJNET_��__���
_ɥ��� http://t.co/YUh6j7QqHA http://_�_",
Positive,"RT @SiteROI: @GovernorPerry fights back against ""what will you do abt immigration"" Q. Says border is porous, and that must be fixed first. _�_",
Negative,Summary is the #GOPDebate: Status quo shit show,
Negative,RT @ThePatriot143: Debbie Blocks Tweeter Who Questioned Dem Debate Schedule  http://t.co/gXNa0TOqaQ #GOPDebate @DWStweets http://t.co/kxIKF_�_,
Negative,"RT @sallykohn: Hey look, it_��s 10 men standing on a stage arguing why they should get to control women_��s bodies and choices. #GOPDebate",
Neutral,"RT @TheBaxterBean: Rubio Budget Raises MiddleClass Taxes, Adds $4.5T Deficit, Cuts InvestmentTax To $0 http://t.co/9S9NuVSAf7 #GOPDebate ht_�_",
Negative,RT @ChrisJZullo: Last night at the #GOPdebate all I saw was a bunch of Rich and Old despots with ZERO solutions to our nations problems #un_�_,
Neutral,"RT @NancyOsborne180: #GOPDebate #BATsAsk @BadassTeachersA #TBATs Debate over We learned nothing new
http://t.co/VMtnRi7xev http://t.co/6mt_�_",
Negative,RT @RFHKerry: If you think ANY of these people are qualified...unfollow me.  #GOPDebate,
Neutral,RT @Bipartisanism: Ben Carson spoke about science at the #GOPDebate and @neiltyson was like: http://t.co/bYoOH7i3N6,
Negative,Who's the real illegal alien- #GOPDebate  Farrakhan on Immigration  the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,
Negative,#GOPDebate The talking heads put on the debate now the talking heads are telling us how the debates went. Maybe we wasted our time watching,
Neutral,RT @STEEL5757: _�_� #DonaldTrump Plaza Casino #TeddyBear Plush in #Tuxedo _�_� http://t.co/QHTTX0PLDG _�_� #CoolStuff #GOPDebate http://t.co/QJUnzjY_�_,
Positive,"#Trump is right about @megynkelly but really needs to study Matthew 7, verses 3-5. #GOPDebate  https://t.co/ygNprhiehV",
Neutral,RT @AC360: It wasn_��t all #DonaldTrump. The most memorable #GOPDebate moments right now on #AC360. http://t.co/kDNhGj2RY3 http://t.co/HZ9GwE_�_,
Neutral,#GOPDebate in one picture http://t.co/WMmucJUqJu,
Negative,"RT @maureenjohnson: ""Where do you think women should sleep when they have The Curse? The shed? Or in an open field, not on your property?' _�_",
Negative,"""I think God's a pretty fair guy"" -Ben Carson, neurosurgeon, on his belief modern day taxation should be based on an ancient book
#GOPDebate",
Negative,"RT @NancyLeeGrahn: The cheers from #GOPDebate  audience afterTrump defiantly named @Rosie as the woman he called ""Fat Pig"" were the voices _�_",
Negative,"#BlackLives don't matter, apparently, to Republican candidates for president  http://t.co/8rfevFWSXx / or to @FoxNews #uniteblue #GOPDebate",
Negative,"Overall the main thing we learned from the #GOPDebate is that only straight, white, men matter.",
Positive,"@USFree4life I thought @seanhannity had the best post #GOPDebate interviews of the night, gave them all a chance 2straighten their position.",
Negative,"RT @JohnKasich: Hey @RealDonaldTrump, if you're still looking to chip in, check out http://t.co/dy8KnZ122T
#GOPDebate",
Negative,"@megynkelly @BretBaier #ChrisWallace, #America is criticizing UR PERFORMANCES during #GOPDebate b/c U did a REALLY bad job as ""moderators.""",
Negative,"_��@GovMikeHuckabee: Luntz: ""As the lines go up, they almost reach 100. It almost never happens in the dial research we do."" #GOPDebate rigged",
Negative,RT @oftenimprudent: I wish we could teach teenage girls to love themselves as much as Donald Trump loves himself. #GOPdebate,
Negative,"RT @AmyMek: Conservatives are a people without a Network!
#GOPDebate @FoxNews",
Negative,RT @BHowl_: How come there's no talk about climate change? Has anyone here even seen California right now? #GOPDebate #DebateWithBernie,
Neutral,RT @travisconsidine: .@GovernorPerry #GOPDebate Performance Review-Reel: https://t.co/o5QUROZbku #Perry2016,
Negative,"RT @ChrisJZullo: Last night they could have have raised their hands. I'm a spoiled billionaire, I'm an oligarch, I'm a racist, I'm a religi_�_",
Positive,"#GOPDebate 2016 #teamdrbencarson @RealBenCarson  WOW! Brilliant, Cool, Calm &amp; Collected.#empowering",
Neutral,"RT @SooperMexican: Ted Cruz doesn't appreciate your emphatically sarcastic air quotes, megan kelly. #GOPDebate",
Negative,"RT @BenJamminWalker: Under no circumstances should 10 men dictate abortion rights to women. It's the 21st Century, we are better than that._�_",
Positive,"RT @DanScavino: #GOPDebate Winner!
Drudge 50% (187K) @realDonaldTrump
TIME 46% (25K) @realDonaldTrump
FOXSD 49% @realDonaldTrump http://t_�_",
Negative,"RT @JoePrich: .@megynkelly  In 2012 you chided @CandyCrowley for ""going from objective moderator to active participant"" #GOPDebate http://t_�_",
Negative,#GOPDebate @FoxNews @realDonaldTrump  in1996 you called @billclinton a two timing slut.  Do you stand by that statement!?,
Negative,"RT @renomarky: _ɥ never watch #KellyFile again
1. #GOPDebate questions
2. Pandering to @DWStweets
3. Making it about ratings not_��__��� http:/_�_",
Positive,"IMHO #GOPDebate
winners #MarcoRubio #Kasich #DonaldTrump
Losers #ScottWalker #RandPaul #BenCarson
All others were completely forgettable",
Positive,RT @JohnKasich: SMALLER GOVT: Ohio government payroll is smaller than it's been in 3 decades. http://t.co/IGfIF4J1TT #GOPDebate http://t.co_�_,
Neutral,RT @zellieimani: Twitter Users Takeover #GOPDebate Hashtag to Drag GOP Candidates https://t.co/lMzNoMpFMW #KKKorGOP http://t.co/EWEz899A0c,
Negative,"RT @JebBush: ""Challenging the teacher's unions and beating them is the way to go."" _�� Jeb http://t.co/5ImGwdRL4G #GOPDebate",
Neutral,RT @billyeichner: Thank you all for watching the #GOPDebate tonight. @julieklausner and I had a blast writing it.,
Negative,@theblaze The REAL war on women!@realDonaldTrump @megynkelly @rushlimbaugh #GOPDebate @AnnCoulter,
Neutral,"RT @GovernorPerry: .@GovernorPerry's ""On Fire"" Debate Performance https://t.co/aRmJN6vwPG #GOPDebate #Perry2016 #tcot",
Neutral,RT @blowticious: Pro-life Republicans be like #GOPDebate http://t.co/bIOXOpLEjn,
Neutral,RT @GovernorPerry: ICYMI: @GovernorPerry on Border Security/Illegal Immigration #GOPDebate  #Perry2016 #tcot https://t.co/1S25d2D0nK,
Negative,RT @AllThingsFlynn: This Trump vs. Fox News conflict is quite the conundrum. It_��s like the personification of Greed vs. Hate. Who do I root_�_,
Positive,RT @CarlyFiorina: I know how extraordinary this nation is. #GOPDebate,
Negative,"RT @LAXnOREOS: Meanwhile, in the White House...  #GOPDebate http://t.co/mFs7ixFOVC",
Positive,"#rubio still my preference but i can see point of his critics over opportunism, inconsistency #gopdebate",
Positive,Did @realDonaldTrump ever tell @megynkelly to go wait in the car? Her bad attitude suggests it. #WarOnWomen #GOPDebate,
Positive,"RT @TheTexasPhoenix: He was on fire! .@GovernorPerry's ""On Fire"" Debate Performance: https://t.co/0A1w02w7SZ #GOPDebate #Perry2016",
Neutral,RT @Playing_Dad: Settling in for the #GOPDebate http://t.co/W6W3e5NBOa,
Negative,"RT @realDonaldTrump: ""@FrankLuntz: I'm getting a lot of @MegynKelly hatemail tonight. _�ɾ #GOPDebate"" She is totally overrated and angry. She_�_",
Negative,"This literally couldn't be more true for me. ""I Watched the #GOPDebate &amp; All I Got Was a Lousy Hangover"" http://t.co/cxch7Xxq1V @robinmarty",
Negative,#JonVoyage was half as long as the #GOPDebate  but twice as intelligible.,
Negative,RT @LisaBloom: Not a single question in last night's #GOPDebate about the most urgent issue of our time: climate change.,
Negative,"#GOPDebate What was up with #FoxNews &amp; their ""gotcha"" questions? They seemed designed to elicit typical political ""spin"" responses. #tlot",
Positive,After the #GOPDebate all of the promises being made by startups at this tech conference seem quite reasonable.,
Negative,RT @Roy___Rogers: @KnucklDraginSam @GOP @realDonaldTrump @yobynnad1127 AMEN! #Trump2016 #WakeUpAmerica #GOPDebate #tcot #stoprush http://t._�_,
Neutral,RT @CarlyFiorina: The highest calling of leadership is to challenge the status quo &amp; unlock potential in others. #GOPDebate. #Carly2016,
Negative,"RT @zzcrane: Me watching the Donald Trump bandwagon pass.
#tlot #tcot #GOPDebate http://t.co/wvQlSxgmCL",
Negative,"RT @deray: Before the #GOPDebate began, didn't the moderators say that 8 million ppl were discussing ""racial issues""? What happened to thos_�_",
Negative,"RT @feministabulous: There's nothing like listening to ten dudes who will never need an abortion, talk about whether I should have a right _�_",
Negative,RT @SenWhitehouse: FOX silenced by Koch billions too? Not a single question at last night's #GOPDebate to #climatechange deniers about Mond_�_,
Negative,"RT @tyriquex: These republicans are rich, they don't care about the poverty of America &amp; they definitely don't care bout the poverty of bla_�_",
Neutral,"So we just had an office chat about the #GOPDebate,  &amp; I was outed as both a flaming liberal and a politics geek. Probably not surprising.",
Negative,Catching up on my #GOPDebate @LindseyGrahamSC what a childish &amp; cheap move to call out @billclinton &amp; @HillaryClinton on a 17 year old story,
Neutral,"RT @TomHall: The only thing that could've made last night's #GOPDebate more amusing would have been:
#CowBells!
#MoreCowBells http://t.co_�_",
Negative,RT @kesgardner: All Ted Cruz does is attack other Republicans. #GOPDebate,
